Amount,TransactionTime,Merchant,UserID,IsFraud
208.26651044978445,2025-01-01 00:00:00,0,17,0
521.8628218418429,2025-01-01 00:01:00,0,4,0
649.9490797759106,2025-01-01 00:02:00,2,1,0
612.1769985923271,2025-01-01 00:03:00,4,19,0
201.70737452294395,2025-01-01 00:04:00,3,19,0
76.24746440270839,2025-01-01 00:05:00,4,4,0
105.18416415694392,2025-01-01 00:06:00,0,19,0
308.7363847260095,2025-01-01 00:07:00,0,8,0
348.1377878532228,2025-01-01 00:08:00,1,16,0
690.0948397926096,2025-01-01 00:09:00,0,10,0
824.8695212325273,2025-01-01 00:10:00,1,7,0
939.1052796141231,2025-01-01 00:11:00,3,9,0
244.15224316716805,2025-01-01 00:12:00,0,12,0
540.1201771690359,2025-01-01 00:13:00,0,8,0
931.1831073468867,2025-01-01 00:14:00,4,10,0
874.5569563335289,2025-01-01 00:15:00,1,15,0
622.8579291205873,2025-01-01 00:16:00,4,8,1
147.23191188194724,2025-01-01 00:17:00,4,17,0
617.3062113806998,2025-01-01 00:18:00,3,10,0
711.484430360946,2025-01-01 00:19:00,1,10,0
374.4308891306132,2025-01-01 00:20:00,2,15,0
971.4689513886209,2025-01-01 00:21:00,3,15,0
762.7529227896327,2025-01-01 00:22:00,1,9,0
718.1090361639772,2025-01-01 00:23:00,0,12,0
124.03715240025836,2025-01-01 00:24:00,0,16,1
394.51183343001856,2025-01-01 00:25:00,0,14,0
141.11126923278957,2025-01-01 00:26:00,3,10,0
768.5343110180056,2025-01-01 00:27:00,2,3,0
201.76648120628997,2025-01-01 00:28:00,0,11,0
483.1361789855254,2025-01-01 00:29:00,0,3,0
128.1363724574157,2025-01-01 00:30:00,2,18,0
956.9566390577238,2025-01-01 00:31:00,0,14,0
90.84069763416686,2025-01-01 00:32:00,4,5,0
435.97385569102545,2025-01-01 00:33:00,0,17,0
781.6338037014724,2025-01-01 00:34:00,2,6,0
480.1831595131497,2025-01-01 00:35:00,2,4,0
822.8315431393419,2025-01-01 00:36:00,0,14,0
177.60820779393498,2025-01-01 00:37:00,4,13,0
740.3198036874397,2025-01-01 00:38:00,3,15,0
51.304665249358315,2025-01-01 00:39:00,0,0,0
972.3424454733201,2025-01-01 00:40:00,0,10,0
394.83607749828866,2025-01-01 00:41:00,2,1,0
322.8106104652076,2025-01-01 00:42:00,4,13,0
190.25486122780967,2025-01-01 00:43:00,4,9,0
60.702607166973806,2025-01-01 00:44:00,2,0,0
714.4227007363759,2025-01-01 00:45:00,3,0,0
170.76876738130542,2025-01-01 00:46:00,4,3,0
488.29546666340764,2025-01-01 00:47:00,4,19,0
607.0915434599789,2025-01-01 00:48:00,4,19,0
165.01296808796957,2025-01-01 00:49:00,2,5,0
654.5709086690866,2025-01-01 00:50:00,4,15,0
410.7464865790031,2025-01-01 00:51:00,1,5,0
337.1402081020521,2025-01-01 00:52:00,2,3,0
160.40238417105164,2025-01-01 00:53:00,1,14,0
713.9170238791351,2025-01-01 00:54:00,1,18,0
562.5939827252157,2025-01-01 00:55:00,3,15,0
718.2043039845832,2025-01-01 00:56:00,0,0,0
312.1408675354748,2025-01-01 00:57:00,0,18,0
978.8152982801288,2025-01-01 00:58:00,1,18,0
456.8432432323835,2025-01-01 00:59:00,3,17,0
195.35392963975963,2025-01-01 01:00:00,1,5,0
482.69686538507716,2025-01-01 01:01:00,1,11,0
517.3273515249344,2025-01-01 01:02:00,0,11,0
401.453800168273,2025-01-01 01:03:00,2,6,0
893.6849554973403,2025-01-01 01:04:00,4,17,0
461.08242446760545,2025-01-01 01:05:00,2,3,0
413.162717342781,2025-01-01 01:06:00,0,16,0
956.6529422331365,2025-01-01 01:07:00,4,5,0
468.47872645418204,2025-01-01 01:08:00,4,1,0
193.84520256512093,2025-01-01 01:09:00,4,12,0
570.767581584077,2025-01-01 01:10:00,4,3,0
210.1441450211888,2025-01-01 01:11:00,4,2,0
885.5248623013747,2025-01-01 01:12:00,0,1,0
631.5072082475975,2025-01-01 01:13:00,1,19,0
361.59813651628826,2025-01-01 01:14:00,3,13,0
100.16165990997867,2025-01-01 01:15:00,1,8,0
212.61747404778603,2025-01-01 01:16:00,2,10,0
30.36472022957395,2025-01-01 01:17:00,2,12,0
215.7466934013449,2025-01-01 01:18:00,1,16,0
580.5125112718508,2025-01-01 01:19:00,4,8,0
532.7546849673033,2025-01-01 01:20:00,2,14,0
407.4865862541003,2025-01-01 01:21:00,0,3,0
657.5607137951896,2025-01-01 01:22:00,3,13,0
401.4830085099402,2025-01-01 01:23:00,3,17,0
481.6401069859617,2025-01-01 01:24:00,3,13,1
836.3609380984265,2025-01-01 01:25:00,0,8,0
837.5988372857317,2025-01-01 01:26:00,3,7,0
466.8008710826712,2025-01-01 01:27:00,0,1,0
535.3066657720143,2025-01-01 01:28:00,2,10,1
989.9338029413728,2025-01-01 01:29:00,1,1,0
656.8270385412773,2025-01-01 01:30:00,0,18,0
561.8199887055638,2025-01-01 01:31:00,1,3,0
962.6023804654333,2025-01-01 01:32:00,3,19,0
98.4312166697617,2025-01-01 01:33:00,0,8,0
519.2246042826542,2025-01-01 01:34:00,3,15,0
525.0075704072315,2025-01-01 01:35:00,1,14,1
792.8402336639041,2025-01-01 01:36:00,0,1,0
308.061716568832,2025-01-01 01:37:00,1,18,0
110.23617492466722,2025-01-01 01:38:00,2,12,0
185.11771925231324,2025-01-01 01:39:00,0,2,1
338.90461195759394,2025-01-01 01:40:00,4,18,0
143.36570179842874,2025-01-01 01:41:00,4,5,0
235.5201856592893,2025-01-01 01:42:00,2,4,0
928.5744663126405,2025-01-01 01:43:00,4,7,0
195.40896427315988,2025-01-01 01:44:00,1,2,0
837.4520548054646,2025-01-01 01:45:00,2,5,0
453.49503894481467,2025-01-01 01:46:00,4,18,0
360.7483562933722,2025-01-01 01:47:00,1,13,0
163.9556776262562,2025-01-01 01:48:00,4,5,0
731.3880481239366,2025-01-01 01:49:00,1,13,0
325.07831551757647,2025-01-01 01:50:00,4,15,0
129.31604189889367,2025-01-01 01:51:00,3,7,0
893.3005927381215,2025-01-01 01:52:00,3,1,0
157.16086788027891,2025-01-01 01:53:00,2,8,0
715.2649180123568,2025-01-01 01:54:00,3,11,0
306.4746827204753,2025-01-01 01:55:00,4,4,0
946.867893909751,2025-01-01 01:56:00,1,17,0
977.8220748463967,2025-01-01 01:57:00,4,18,0
629.1753973462755,2025-01-01 01:58:00,2,14,1
26.03856804483515,2025-01-01 01:59:00,1,17,0
217.20838496685496,2025-01-01 02:00:00,0,9,0
142.0702861896735,2025-01-01 02:01:00,1,1,0
348.1766990200601,2025-01-01 02:02:00,1,16,0
562.5560751385029,2025-01-01 02:03:00,2,14,0
664.6222205848483,2025-01-01 02:04:00,4,16,0
751.1174738977784,2025-01-01 02:05:00,1,0,0
188.00930783564166,2025-01-01 02:06:00,0,12,0
742.1053867576937,2025-01-01 02:07:00,4,15,0
658.7367114705322,2025-01-01 02:08:00,0,18,0
410.79074133017036,2025-01-01 02:09:00,2,0,0
605.7421442856411,2025-01-01 02:10:00,0,11,0
840.208100726331,2025-01-01 02:11:00,4,2,0
987.7909562523523,2025-01-01 02:12:00,2,2,0
34.31267403637088,2025-01-01 02:13:00,2,19,0
193.7066775431758,2025-01-01 02:14:00,4,6,0
770.4325313081857,2025-01-01 02:15:00,0,2,0
739.0902966300255,2025-01-01 02:16:00,1,0,0
646.4116503677634,2025-01-01 02:17:00,4,18,0
647.2225273675531,2025-01-01 02:18:00,2,10,0
383.21325671074254,2025-01-01 02:19:00,3,10,0
501.81339342343193,2025-01-01 02:20:00,4,1,0
5.582148686814234,2025-01-01 02:21:00,4,9,0
611.3584001801421,2025-01-01 02:22:00,1,3,0
484.2714767727151,2025-01-01 02:23:00,2,9,1
539.691377976768,2025-01-01 02:24:00,0,7,0
301.13365752799467,2025-01-01 02:25:00,2,5,0
455.39424731607113,2025-01-01 02:26:00,1,5,0
288.54286563832204,2025-01-01 02:27:00,4,11,0
766.4407371844808,2025-01-01 02:28:00,1,2,0
361.0008310988025,2025-01-01 02:29:00,3,3,1
590.7274238442392,2025-01-01 02:30:00,3,2,0
309.84540364279377,2025-01-01 02:31:00,2,9,0
463.6220389429064,2025-01-01 02:32:00,2,18,0
239.56796816605643,2025-01-01 02:33:00,1,17,0
831.1804005009617,2025-01-01 02:34:00,3,0,0
47.34193306784844,2025-01-01 02:35:00,3,9,0
674.9229149993643,2025-01-01 02:36:00,2,3,0
241.39084484024514,2025-01-01 02:37:00,1,6,0
43.91968441751488,2025-01-01 02:38:00,3,17,0
90.6157539303758,2025-01-01 02:39:00,4,10,0
98.05483162941984,2025-01-01 02:40:00,3,1,0
171.08319936491785,2025-01-01 02:41:00,0,5,0
342.80102166925565,2025-01-01 02:42:00,3,3,0
27.663087654149276,2025-01-01 02:43:00,2,16,0
219.09222871228548,2025-01-01 02:44:00,3,18,0
759.3100575624461,2025-01-01 02:45:00,0,0,0
809.8339110662241,2025-01-01 02:46:00,0,9,0
757.4235261696693,2025-01-01 02:47:00,2,18,0
740.2761989089723,2025-01-01 02:48:00,3,8,0
832.3283109076124,2025-01-01 02:49:00,0,19,0
564.3581242910641,2025-01-01 02:50:00,1,7,0
902.4445195681005,2025-01-01 02:51:00,3,5,0
840.5302110333092,2025-01-01 02:52:00,1,0,0
691.3362634908178,2025-01-01 02:53:00,1,1,0
550.5378996541885,2025-01-01 02:54:00,3,11,0
467.665539917373,2025-01-01 02:55:00,0,19,0
921.3211074077373,2025-01-01 02:56:00,2,2,0
694.6153213346678,2025-01-01 02:57:00,2,18,0
182.6029401039375,2025-01-01 02:58:00,1,9,0
410.8096319872701,2025-01-01 02:59:00,2,4,0
832.6596528294299,2025-01-01 03:00:00,3,8,0
871.9000321199837,2025-01-01 03:01:00,4,16,0
91.52987314803526,2025-01-01 03:02:00,0,16,0
559.5502543582968,2025-01-01 03:03:00,0,15,0
251.23810001477275,2025-01-01 03:04:00,4,3,0
620.3783429764376,2025-01-01 03:05:00,4,18,0
119.44773567875077,2025-01-01 03:06:00,1,15,0
671.3381379770021,2025-01-01 03:07:00,1,10,0
23.832641391519473,2025-01-01 03:08:00,0,14,0
673.7484891057275,2025-01-01 03:09:00,4,3,0
676.4227972360193,2025-01-01 03:10:00,4,9,0
324.90857600171626,2025-01-01 03:11:00,3,10,0
437.04762985734243,2025-01-01 03:12:00,3,10,0
736.8812948398646,2025-01-01 03:13:00,0,13,0
370.9093698099792,2025-01-01 03:14:00,0,14,0
987.9901853957952,2025-01-01 03:15:00,1,1,0
876.516361679335,2025-01-01 03:16:00,1,18,0
313.4465704526879,2025-01-01 03:17:00,3,17,0
650.7938951632832,2025-01-01 03:18:00,2,15,0
952.657015075153,2025-01-01 03:19:00,4,16,0
170.33854411868387,2025-01-01 03:20:00,1,16,0
412.0966378529808,2025-01-01 03:21:00,2,11,0
74.32009890906845,2025-01-01 03:22:00,0,0,0
631.4759704490137,2025-01-01 03:23:00,1,2,0
326.16340274715515,2025-01-01 03:24:00,3,1,1
480.9354800439317,2025-01-01 03:25:00,0,10,1
326.40620919243975,2025-01-01 03:26:00,4,8,0
476.8465408091267,2025-01-01 03:27:00,3,4,0
735.1426522686594,2025-01-01 03:28:00,1,19,1
968.4518350998467,2025-01-01 03:29:00,3,19,0
148.1523431171128,2025-01-01 03:30:00,2,11,0
473.69111713613484,2025-01-01 03:31:00,4,10,0
891.231897310148,2025-01-01 03:32:00,2,2,0
747.7673017694508,2025-01-01 03:33:00,1,11,0
877.2409863216935,2025-01-01 03:34:00,1,7,0
